id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento,motivo_rechazo
60,Paula Vásquez Flores,paula.vasquez.flores4@example.com,M,,La Libertad,nan,fecha_nacimiento_vacio
61,Fernanda Reyes Torres,fernanda.reyes.torres5@seguro.sv,Female,,San salvador,VIP,fecha_nacimiento_vacio
62,Juan Castillo Aguilar,juan.castillo.aguilar6@gmail.com,Fem,,L. Libertad,nan,fecha_nacimiento_vacio
63,Andrés Santos Pérez,andres.santos.perez0@seguro.sv,Mujer,,San Miguel,REGULAR,fecha_nacimiento_vacio
64,Sofía Chávez Chávez,sofia.chavez.chavez1@mail.com,m,,Sonso,VIP,fecha_nacimiento_vacio
65,Lucía Flores Ramírez,lucia.flores.ramirez2@seguro.sv,M,,Sonsonate,VIP,fecha_nacimiento_vacio
66,Marta Cruz Pérez,marta.cruz.perez3@mail.com,Hombre,,sonsonate,PREMIUM,fecha_nacimiento_vacio
68,Ana Pérez López,ana.perez.lopez5@correo.com,Mujer,,San salvador,Regular,fecha_nacimiento_vacio
69,Juan Pérez Rojas,juan.perez.rojas6@mail.com,nan,,San Miguel,nan,fecha_nacimiento_vacio
71,Juan Aguilar Morales,juan.aguilar.morales1@seguro.sv,nan,,SS,nan,fecha_nacimiento_vacio
72,Luis García Pérez,luis.garcia.perez2@gmail.com,Hombre,,La Libertad,nan,fecha_nacimiento_vacio
74,Diego Rojas Reyes,diego.rojas.reyes4@mail.com,femenino,,S. Miguel,REGULAR,fecha_nacimiento_vacio
75,Luis Aguilar García,luis.aguilar.garcia5@mail.com,nan,,san miguel,nan,fecha_nacimiento_vacio
76,Juan Santos Ortiz,juan.santos.ortiz6@mail.com,nan,,La Libertad,Regular,fecha_nacimiento_vacio
77,Karla Castillo Vásquez,karla.castillo.vasquez0@correo.com,Fem,,Santa Ana,REGULAR,fecha_nacimiento_vacio
79,Ana Torres Flores,ana.torres.flores2@example.com,femenino,,San salvador,Premium,fecha_nacimiento_vacio
82,Carmen Torres Martínez,carmen.torres.martinez5@seguro.sv,m,,La Libertad,PYME,fecha_nacimiento_vacio
83,Andrés Flores Ramírez,andres.flores.ramirez6@example.com,nan,,San Miguel,PYME,fecha_nacimiento_vacio
84,Daniela Castillo Martínez,daniela.castillo.martinez0@gmail.com,F,,Sta. Ana,PREMIUM,fecha_nacimiento_vacio
85,Luis Flores Castillo,luis.flores.castillo1@seguro.sv,nan,,SantaAna,nan,fecha_nacimiento_vacio
86,Diego Mendoza Ortiz,diego.mendoza.ortiz2@mail.com,nan,,La Libertad,PYME,fecha_nacimiento_vacio
87,María Reyes Santos,maria.reyes.santos3@seguro.sv,Female,,La Libertad,REGULAR,fecha_nacimiento_vacio
88,Carmen Torres Chávez,carmen.torres.chavez4@mail.com,nan,,SantaAna,nan,fecha_nacimiento_vacio
89,Lucía Mendoza García,lucia.mendoza.garcia5@example.com,Masculino,,Santa Ana,nan,fecha_nacimiento_vacio
90,José Mendoza Mendoza,jose.mendoza.mendoza6@example.com,femenino,,Santa Ana,Premium,fecha_nacimiento_vacio
91,Valeria Ramírez Gómez,valeria.ramirez.gomez0@mail.com,Fem,,La Libertad,nan,fecha_nacimiento_vacio
92,Paula Santos Torres,paula.santos.torres1@example.com,Fem,,SanSalvador,PYME,fecha_nacimiento_vacio
93,Carlos Flores Santos,carlos.flores.santos2@mail.com,Female,,La Libertad,VIP,fecha_nacimiento_vacio
95,Jorge Ortiz Martínez,jorge.ortiz.martinez4@gmail.com,m,,San Miguel,PYME,fecha_nacimiento_vacio
97,Paula Chávez Mendoza,paula.chavez.mendoza6@example.com,femenino,,LaLibertad,REGULAR,fecha_nacimiento_vacio
98,Karla Martínez Reyes,karla.martinez.reyes0@gmail.com,m,,S. Miguel,nan,fecha_nacimiento_vacio
99,Luis Reyes García,luis.reyes.garcia1@example.com,Female,,Santa Ana,vip,fecha_nacimiento_vacio
101,Pedro López Vásquez,pedro.lopez.vasquez3@correo.com,femenino,,santa ana,Premium,fecha_nacimiento_vacio
102,Luis García Castillo,luis.garcia.castillo4@gmail.com,Hombre,,San Miguel,Premium,fecha_nacimiento_vacio
103,Karla Morales Pérez,karla.morales.perez5@gmail.com,Fem,,SanSalvador,REGULAR,fecha_nacimiento_vacio
107,Carlos García Gómez,carlos.garcia.gomez2@gmail.com,Fem,,San salvador,PYME,fecha_nacimiento_vacio
108,Pedro López Rojas,pedro.lopez.rojas3@example.com,Masculino,,SS,PREMIUM,fecha_nacimiento_vacio
109,Ana Reyes Hernández,ana.reyes.hernandez4@correo.com,Fem,,SanMiguel,Premium,fecha_nacimiento_vacio
110,Ricardo Chávez Torres,ricardo.chavez.torres5@mail.com,Female,,Santa Ana,nan,fecha_nacimiento_vacio
111,Daniela Rojas Hernández,daniela.rojas.hernandez6@example.com,M,,SantaAna,nan,fecha_nacimiento_vacio
113,Carlos Rojas López,carlos.rojas.lopez1@gmail.com,nan,,San Salvador,REGULAR,fecha_nacimiento_vacio
114,María Mendoza Ortiz,maria.mendoza.ortiz2@gmail.com,Hombre,,LaLibertad,VIP,fecha_nacimiento_vacio
115,Lucía Vásquez Flores,lucia.vasquez.flores3@mail.com,femenino,,San Salvador,REGULAR,fecha_nacimiento_vacio
116,Luis Martínez Vásquez,luis.martinez.vasquez4@correo.com,m,,la libertad,Premium,fecha_nacimiento_vacio
117,María Chávez Martínez,maria.chavez.martinez5@correo.com,F,,San Miguel,Pyme,fecha_nacimiento_vacio
118,Fernanda Aguilar Flores,fernanda.aguilar.flores6@correo.com,Female,,SS,Regular,fecha_nacimiento_vacio
119,José Vásquez Rojas,jose.vasquez.rojas0@seguro.sv,femenino,,LaLibertad,REGULAR,fecha_nacimiento_vacio
120,Daniela Flores García,daniela.flores.garcia1@seguro.sv,Mujer,,Sonso,REGULAR,fecha_nacimiento_vacio
121,José García Reyes,jose.garcia.reyes2@seguro.sv,Mujer,,SantaAna,REGULAR,fecha_nacimiento_vacio
122,Paula Martínez Vásquez,paula.martinez.vasquez3@example.com,m,,SanSalvador,REGULAR,fecha_nacimiento_vacio
123,Daniela Gómez López,daniela.gomez.lopez4@seguro.sv,F,,San salvador,REGULAR,fecha_nacimiento_vacio
124,Pedro Morales Santos,pedro.morales.santos5@seguro.sv,femenino,,La Libertad,nan,fecha_nacimiento_vacio
125,Luis Mendoza Vásquez,luis.mendoza.vasquez6@example.com,Masculino,,San salvador,PYME,fecha_nacimiento_vacio
126,Daniela Morales Ortiz,daniela.morales.ortiz0@example.com,nan,,Sonso,PYME,fecha_nacimiento_vacio
127,Sofía Hernández Pérez,sofia.hernandez.perez1@seguro.sv,M,,San Miguel,nan,fecha_nacimiento_vacio
129,Luis Cruz Aguilar,luis.cruz.aguilar3@gmail.com,femenino,,sonsonate,nan,fecha_nacimiento_vacio
130,María García Castillo,maria.garcia.castillo4@seguro.sv,Hombre,,La Libertad,vip,fecha_nacimiento_vacio
131,Luis Reyes García,luis.reyes.garcia5@gmail.com,femenino,,Sonsonate,Premium,fecha_nacimiento_vacio
132,Luis Rojas Mendoza,luis.rojas.mendoza6@gmail.com,Fem,,santa ana,REGULAR,fecha_nacimiento_vacio
134,Karla Ortiz García,karla.ortiz.garcia1@gmail.com,Mujer,,Santa Ana,nan,fecha_nacimiento_vacio
135,Marta Santos Martínez,marta.santos.martinez2@gmail.com,Female,,Sonsonate,nan,fecha_nacimiento_vacio
136,Ana Aguilar Ortiz,ana.aguilar.ortiz3@example.com,nan,,L. Libertad,PYME,fecha_nacimiento_vacio
137,María Martínez Gómez,maria.martinez.gomez4@seguro.sv,Masculino,,sonsonate,REGULAR,fecha_nacimiento_vacio
138,Marta Vásquez Morales,marta.vasquez.morales5@gmail.com,Hombre,,san miguel,PYME,fecha_nacimiento_vacio
139,José Flores Chávez,jose.flores.chavez6@mail.com,Female,,Sonsonate,PREMIUM,fecha_nacimiento_vacio
142,Carlos Aguilar Torres,carlos.aguilar.torres2@example.com,Hombre,,SanSalvador,Premium,fecha_nacimiento_vacio
145,José Morales Vásquez,jose.morales.vasquez5@gmail.com,femenino,,Santa Ana,nan,fecha_nacimiento_vacio
147,Daniela Pérez Reyes,daniela.perez.reyes0@seguro.sv,Mujer,,Sonso,nan,fecha_nacimiento_vacio
148,Daniela Ortiz Aguilar,daniela.ortiz.aguilar1@seguro.sv,F,,San Miguel,Pyme,fecha_nacimiento_vacio
149,Jorge Castillo López,jorge.castillo.lopez2@gmail.com,Mujer,,San Salvador,PYME,fecha_nacimiento_vacio
150,Carmen Mendoza Torres,carmen.mendoza.torres3@correo.com,m,,San Salvador,vip,fecha_nacimiento_vacio
151,Sofía López Chávez,sofia.lopez.chavez4@seguro.sv,Masculino,,Sonsonate,PYME,fecha_nacimiento_vacio
152,Juan Pérez Mendoza,juan.perez.mendoza5@seguro.sv,Hombre,,san miguel,PYME,fecha_nacimiento_vacio
153,Fernanda Reyes Ortiz,fernanda.reyes.ortiz6@example.com,Mujer,,santa ana,Regular,fecha_nacimiento_vacio
154,Fernanda Castillo Cruz,fernanda.castillo.cruz0@correo.com,nan,,L. Libertad,nan,fecha_nacimiento_vacio
155,Valeria Castillo Hernández,valeria.castillo.hernandez1@seguro.sv,nan,,Sta. Ana,VIP,fecha_nacimiento_vacio
156,Carlos García Vásquez,carlos.garcia.vasquez2@seguro.sv,Masculino,,Sonso,nan,fecha_nacimiento_vacio
157,Valeria Pérez Hernández,valeria.perez.hernandez3@correo.com,Masculino,,sonsonate,PREMIUM,fecha_nacimiento_vacio
158,Juan Hernández Rojas,juan.hernandez.rojas4@mail.com,m,,San Salvador,Premium,fecha_nacimiento_vacio
159,Andrés Aguilar Aguilar,andres.aguilar.aguilar5@example.com,femenino,,San Salvador,nan,fecha_nacimiento_vacio
160,Diego Ortiz Martínez,diego.ortiz.martinez6@correo.com,F,,la libertad,Regular,fecha_nacimiento_vacio
161,Juan López Castillo,juan.lopez.castillo0@example.com,Female,,Sonsonate,PYME,fecha_nacimiento_vacio
162,Luis Mendoza Chávez,luis.mendoza.chavez1@mail.com,femenino,,L. Libertad,Premium,fecha_nacimiento_vacio
164,Marta García Morales,marta.garcia.morales3@correo.com,nan,,Santa Ana,Regular,fecha_nacimiento_vacio
166,Pedro Cruz Martínez,pedro.cruz.martinez5@example.com,Fem,,Sonso,vip,fecha_nacimiento_vacio
167,Carlos Vásquez Torres,carlos.vasquez.torres6@correo.com,nan,,La Libertad,REGULAR,fecha_nacimiento_vacio
169,Daniela Vásquez García,daniela.vasquez.garcia1@gmail.com,Hombre,,Sonsonate,Premium,fecha_nacimiento_vacio
170,Carmen Reyes Mendoza,carmen.reyes.mendoza2@correo.com,Mujer,,San Salvador,PYME,fecha_nacimiento_vacio
172,Lucía Flores López,lucia.flores.lopez4@mail.com,F,,San Miguel,nan,fecha_nacimiento_vacio
173,Juan García Aguilar,juan.garcia.aguilar5@correo.com,Fem,,SanMiguel,PYME,fecha_nacimiento_vacio
174,Lucía Morales García,lucia.morales.garcia6@gmail.com,Fem,,San salvador,nan,fecha_nacimiento_vacio
175,Lucía Mendoza Pérez,lucia.mendoza.perez0@mail.com,F,,La Libertad,Pyme,fecha_nacimiento_vacio
176,Fernanda Morales Cruz,fernanda.morales.cruz1@correo.com,Female,,San Salvador,Pyme,fecha_nacimiento_vacio
177,Karla López Cruz,karla.lopez.cruz2@gmail.com,F,,Sonsonate,PREMIUM,fecha_nacimiento_vacio
179,Marta Santos Torres,marta.santos.torres4@example.com,Masculino,,Santa Ana,PREMIUM,fecha_nacimiento_vacio
180,Andrés Castillo Flores,andres.castillo.flores5@gmail.com,Fem,,Sonsonate,VIP,fecha_nacimiento_vacio
181,Pedro Morales Mendoza,pedro.morales.mendoza6@seguro.sv,Fem,,la libertad,nan,fecha_nacimiento_vacio
182,Ricardo Cruz Cruz,ricardo.cruz.cruz0@correo.com,nan,,Sonsonate,Pyme,fecha_nacimiento_vacio
183,Fernanda Mendoza Pérez,fernanda.mendoza.perez1@correo.com,femenino,,L. Libertad,vip,fecha_nacimiento_vacio
184,Fernanda Ramírez Martínez,fernanda.ramirez.martinez2@gmail.com,Mujer,,San salvador,nan,fecha_nacimiento_vacio
185,Fernanda Ramírez Aguilar,fernanda.ramirez.aguilar3@example.com,Female,,santa ana,vip,fecha_nacimiento_vacio
186,Ricardo Cruz Torres,ricardo.cruz.torres4@correo.com,Hombre,,SanMiguel,PYME,fecha_nacimiento_vacio
187,Fernanda Vásquez Castillo,fernanda.vasquez.castillo5@seguro.sv,nan,,L. Libertad,PREMIUM,fecha_nacimiento_vacio
188,Pedro Reyes Rojas,pedro.reyes.rojas6@correo.com,Fem,,San Miguel,nan,fecha_nacimiento_vacio
190,Marta Flores Aguilar,marta.flores.aguilar1@seguro.sv,nan,,san miguel,Premium,fecha_nacimiento_vacio
191,Fernanda Aguilar Gómez,fernanda.aguilar.gomez2@mail.com,Hombre,,San Salvador,VIP,fecha_nacimiento_vacio
194,Daniela Flores Ortiz,daniela.flores.ortiz5@seguro.sv,Fem,,San Salvador,Premium,fecha_nacimiento_vacio
195,Diego Ramírez Torres,diego.ramirez.torres6@example.com,Female,,SS,Pyme,fecha_nacimiento_vacio
196,Paula Santos Cruz,paula.santos.cruz0@mail.com,m,,SanSalvador,Pyme,fecha_nacimiento_vacio
197,Lucía Ortiz Aguilar,lucia.ortiz.aguilar1@correo.com,M,,L. Libertad,nan,fecha_nacimiento_vacio
198,José Mendoza Martínez,jose.mendoza.martinez2@gmail.com,nan,,San Salvador,Regular,fecha_nacimiento_vacio
199,Fernanda Santos Martínez,fernanda.santos.martinez3@example.com,F,,sonsonate,Pyme,fecha_nacimiento_vacio
201,María Mendoza Vásquez,maria.mendoza.vasquez5@correo.com,M,,Sonsonate,nan,fecha_nacimiento_vacio
202,Lucía Reyes López,lucia.reyes.lopez6@seguro.sv,nan,,San Miguel,Pyme,fecha_nacimiento_vacio
203,Andrés Gómez Santos,andres.gomez.santos0@gmail.com,Female,,San Salvador,Regular,fecha_nacimiento_vacio
204,Luis Morales Pérez,luis.morales.perez1@example.com,M,,SS,PYME,fecha_nacimiento_vacio
206,José López García,jose.lopez.garcia3@gmail.com,Mujer,,La Libertad,Regular,fecha_nacimiento_vacio
208,Luis Flores Castillo,luis.flores.castillo5@mail.com,Fem,,SanMiguel,Regular,fecha_nacimiento_vacio
210,Luis Castillo López,luis.castillo.lopez0@gmail.com,nan,,L. Libertad,Pyme,fecha_nacimiento_vacio
211,Karla Pérez Castillo,karla.perez.castillo1@correo.com,nan,,SantaAna,REGULAR,fecha_nacimiento_vacio
212,Carlos Aguilar Santos,carlos.aguilar.santos2@seguro.sv,Female,,San Miguel,nan,fecha_nacimiento_vacio
213,Sofía Santos Ortiz,sofia.santos.ortiz3@gmail.com,F,,SantaAna,Regular,fecha_nacimiento_vacio
214,María Rojas Aguilar,maria.rojas.aguilar4@correo.com,Female,,LaLibertad,vip,fecha_nacimiento_vacio
218,Diego Chávez Vásquez,diego.chavez.vasquez1@gmail.com,Hombre,,San Miguel,PYME,fecha_nacimiento_vacio
219,José Castillo Rojas,jose.castillo.rojas2@correo.com,femenino,,SanMiguel,PREMIUM,fecha_nacimiento_vacio
220,Daniela Aguilar Vásquez,daniela.aguilar.vasquez3@seguro.sv,femenino,,San Miguel,vip,fecha_nacimiento_vacio
221,Ana Reyes Hernández,ana.reyes.hernandez4@correo.com,Hombre,,sonsonate,REGULAR,fecha_nacimiento_vacio
222,Fernanda Rojas Chávez,fernanda.rojas.chavez5@correo.com,Fem,,La Libertad,nan,fecha_nacimiento_vacio
223,Sofía Chávez Santos,sofia.chavez.santos6@correo.com,Masculino,,San Salvador,vip,fecha_nacimiento_vacio
224,Fernanda Gómez Vásquez,fernanda.gomez.vasquez0@mail.com,Female,,Sonso,nan,fecha_nacimiento_vacio
226,Jorge García Pérez,jorge.garcia.perez2@example.com,M,,san miguel,nan,fecha_nacimiento_vacio
227,Lucía Rojas Torres,lucia.rojas.torres3@seguro.sv,Fem,,sonsonate,nan,fecha_nacimiento_vacio
228,Carmen Aguilar Castillo,carmen.aguilar.castillo4@seguro.sv,Mujer,,San Miguel,PYME,fecha_nacimiento_vacio
229,Luis Ramírez Morales,luis.ramirez.morales5@seguro.sv,nan,,LaLibertad,PYME,fecha_nacimiento_vacio
230,Carmen García Santos,carmen.garcia.santos6@correo.com,Female,,san miguel,nan,fecha_nacimiento_vacio
233,Diego Castillo Martínez,diego.castillo.martinez2@mail.com,nan,,santa ana,nan,fecha_nacimiento_vacio
234,Pedro Torres Rojas,pedro.torres.rojas3@correo.com,Masculino,,Sonso,nan,fecha_nacimiento_vacio
236,Luis Rojas Martínez,luis.rojas.martinez5@correo.com,Fem,,Sta. Ana,PREMIUM,fecha_nacimiento_vacio
237,Lucía Aguilar Pérez,lucia.aguilar.perez6@seguro.sv,nan,,San Salvador,Pyme,fecha_nacimiento_vacio
238,Daniela Flores Vásquez,daniela.flores.vasquez0@example.com,Mujer,,SanSalvador,REGULAR,fecha_nacimiento_vacio
239,María Ortiz Morales,maria.ortiz.morales1@correo.com,nan,,S. Miguel,REGULAR,fecha_nacimiento_vacio
240,Fernanda Santos Pérez,fernanda.santos.perez2@example.com,m,,San Salvador,PYME,fecha_nacimiento_vacio
241,Ana Hernández Gómez,ana.hernandez.gomez3@seguro.sv,Masculino,,san miguel,Regular,fecha_nacimiento_vacio
242,María Vásquez Flores,maria.vasquez.flores4@correo.com,F,,san miguel,Pyme,fecha_nacimiento_vacio
243,María Hernández López,maria.hernandez.lopez5@correo.com,Mujer,,Sonsonate,VIP,fecha_nacimiento_vacio
244,Ana Reyes Hernández,ana.reyes.hernandez6@seguro.sv,M,,La Libertad,vip,fecha_nacimiento_vacio
245,José Reyes Vásquez,jose.reyes.vasquez0@correo.com,m,,San Salvador,nan,fecha_nacimiento_vacio
246,Ana Torres Gómez,ana.torres.gomez1@correo.com,m,,La Libertad,PYME,fecha_nacimiento_vacio
247,Sofía García Hernández,sofia.garcia.hernandez2@gmail.com,nan,,L. Libertad,Premium,fecha_nacimiento_vacio
248,Diego Flores García,diego.flores.garcia3@gmail.com,Mujer,,SS,PREMIUM,fecha_nacimiento_vacio
249,Daniela Torres Mendoza,daniela.torres.mendoza4@example.com,m,,SantaAna,Pyme,fecha_nacimiento_vacio
250,José Cruz Aguilar,jose.cruz.aguilar5@gmail.com,F,,san miguel,Pyme,fecha_nacimiento_vacio
251,Jorge Rojas Vásquez,jorge.rojas.vasquez6@seguro.sv,M,,Sonsonate,VIP,fecha_nacimiento_vacio
252,Valeria Ramírez Martínez,valeria.ramirez.martinez0@seguro.sv,Hombre,,Sonsonate,Pyme,fecha_nacimiento_vacio
253,Lucía García Ortiz,lucia.garcia.ortiz1@example.com,M,,San Salvador,PREMIUM,fecha_nacimiento_vacio
254,Luis Ortiz Reyes,luis.ortiz.reyes2@mail.com,Female,,Santa Ana,PREMIUM,fecha_nacimiento_vacio
255,María Rojas Hernández,maria.rojas.hernandez3@mail.com,Female,,San Salvador,Premium,fecha_nacimiento_vacio
256,Ana Gómez Aguilar,ana.gomez.aguilar4@example.com,Fem,,Sta. Ana,vip,fecha_nacimiento_vacio
257,Ana Reyes Rojas,ana.reyes.rojas5@example.com,Mujer,,LaLibertad,nan,fecha_nacimiento_vacio
258,Pedro Martínez Aguilar,pedro.martinez.aguilar6@correo.com,Female,,Sonsonate,PREMIUM,fecha_nacimiento_vacio
259,Daniela López Martínez,daniela.lopez.martinez0@seguro.sv,femenino,,santa ana,VIP,fecha_nacimiento_vacio
260,Fernanda Rojas Cruz,fernanda.rojas.cruz1@example.com,Female,,Sonso,vip,fecha_nacimiento_vacio
261,Daniela Martínez Gómez,daniela.martinez.gomez2@mail.com,nan,,L. Libertad,Regular,fecha_nacimiento_vacio
263,Jorge Aguilar Ramírez,jorge.aguilar.ramirez4@correo.com,Fem,,La Libertad,PREMIUM,fecha_nacimiento_vacio
264,Fernanda Vásquez López,fernanda.vasquez.lopez5@example.com,M,,sonsonate,Pyme,fecha_nacimiento_vacio
267,Luis Cruz Castillo,luis.cruz.castillo1@seguro.sv,femenino,,L. Libertad,PREMIUM,fecha_nacimiento_vacio
268,María Ramírez Pérez,maria.ramirez.perez2@mail.com,Fem,,SantaAna,PYME,fecha_nacimiento_vacio
269,Marta Rojas Hernández,marta.rojas.hernandez3@correo.com,nan,,L. Libertad,vip,fecha_nacimiento_vacio
270,María Gómez Castillo,maria.gomez.castillo4@mail.com,Masculino,,Santa Ana,PREMIUM,fecha_nacimiento_vacio
271,Pedro Morales Mendoza,pedro.morales.mendoza5@example.com,Fem,,LaLibertad,nan,fecha_nacimiento_vacio
272,Fernanda Cruz Hernández,fernanda.cruz.hernandez6@correo.com,M,,San salvador,Premium,fecha_nacimiento_vacio
274,María Ramírez Chávez,maria.ramirez.chavez1@example.com,M,,La Libertad,Premium,fecha_nacimiento_vacio
275,Jorge Rojas Morales,jorge.rojas.morales2@seguro.sv,Fem,,santa ana,Regular,fecha_nacimiento_vacio
276,Valeria Chávez Pérez,valeria.chavez.perez3@gmail.com,Masculino,,LaLibertad,nan,fecha_nacimiento_vacio
279,Carmen López Reyes,carmen.lopez.reyes6@example.com,F,,Sonso,nan,fecha_nacimiento_vacio
280,Diego Gómez Hernández,diego.gomez.hernandez0@example.com,Hombre,,Santa Ana,Pyme,fecha_nacimiento_vacio
281,Pedro Gómez Gómez,pedro.gomez.gomez1@example.com,Mujer,,San Miguel,nan,fecha_nacimiento_vacio
282,Luis Santos Ramírez,luis.santos.ramirez2@seguro.sv,Hombre,,SantaAna,VIP,fecha_nacimiento_vacio
283,María Martínez Cruz,maria.martinez.cruz3@gmail.com,nan,,San Miguel,PREMIUM,fecha_nacimiento_vacio
284,Luis Reyes Gómez,luis.reyes.gomez4@example.com,F,,Santa Ana,Premium,fecha_nacimiento_vacio
285,José Mendoza Vásquez,jose.mendoza.vasquez5@seguro.sv,Mujer,,S. Miguel,REGULAR,fecha_nacimiento_vacio
286,Luis Gómez Rojas,luis.gomez.rojas6@seguro.sv,m,,Santa Ana,nan,fecha_nacimiento_vacio
